Area,2001,2002
1,4.7,6
2,4.1,4
3,3.9,4.1
4,5,5.3
5,5,5.6
6,4.3,5.2
7,4.4,5.6
8,5.6,6.9
9,5.3,7.2
10,6.3,8.7
11,2.6,2.3
12,5.2,5.2
13,2.6,2.9
14,3.2,3.7
15,4.6,5.5
16,3.5,4.6
17,4.6,5.8
18,4.1,5.9
19,5.6,7.7
